Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.0126E-3,96.589287761,0.842807321,0.011950655,0.974358974,0
1.01855E-3,96.79291355,0.844506141,0.011179645,0.974358974,0
1.02597E-3,97.099645667,0.846599852,0.01002313,0.991452991,0
1.02907E-3,97.305368097,0.847466831,0.00925212,0.991452991,0
1.03581E-3,97.512318348,0.849334001,0.00848111,0.991452991,0
1.07295E-3,97.831429079,0.859221381,0.007324595,0.991452991,0
1.09242E-3,98.049184283,0.864141642,0.006553585,0.991452991,0
1.1449E-3,98.275971135,0.876562789,0.005782575,0.991452991,0
1.15324E-3,98.506442144,0.87843101,0.005011565,0.991452991,0
1.20123E-3,98.85838326,0.888635964,0.00385505,0.991452991,0
1.23625E-3,99.102982185,0.895539305,0.00308404,0.991452991,0
1.24094E-3,99.350998506,0.896431122,0.00231303,0.991452991,0
1.26884E-3,99.602036158,0.901578952,0.00154202,0.991452991,0
1.32961E-3,99.863745027,0.911923615,0.00077101,0.991452991,0
1.36255E-3,100,0.917067877,0.000385505,1,0
